455,姜仲謙,子,456,姜詵,
455,姜仲謙,父,3229,姜筠,
455,姜仲謙,兄弟,16104,姜仲思,
456,姜詵,父,455,姜仲謙,
456,姜詵,子,16107,姜處度,
457,姜師仲,兄,458,姜師孟,
457,姜師仲,父,16111,姜周臣,
457,姜師仲,弟,36295,姜師季,
458,姜師孟,弟,457,姜師仲,
459,姜遵,父,16096,姜沼,
459,姜遵,兄,16097,姜昭範,
460,蔣及祖,父,10452,蔣瑎,
461,蔣之奇,弟,3233,蔣之美,
461,蔣之奇,子,3234,蔣珍,
461,蔣之奇,父,16120,蔣滂,
461,蔣之奇,兄,16138,蔣之翰,
462,蔣彝,父,16118,蔣長源,
462,蔣彝,妻子,33936,梅柔順,
465,蔣堂,父,16119,蔣九皋,
466,蔣璨,父,3233,蔣之美,
467,蹇周輔,子,468,蹇序辰,
467,蹇周輔,子,13875,蹇逢辰,
467,蹇周輔,子,16201,蹇兢辰,
467,蹇周輔,子,16206,蹇昌臣,
468,蹇序辰,父,467,蹇周輔,
469,金安節,女兒,46065,金妙湛,
470,金君卿,母,5424,徐氏(金君卿母),
470,金君卿,父,15532,金X臣,
473,井亮采,子,474,井度,
474,井度,父,473,井亮采,
476,周池,妻子,5021,劉氏(周楙母),
476,周池,父,11560,周元長,
477,周純,父,16470,周詵,
480,周嘉正,父,3241,周述,
481,周秩,兄,485,周穜,
481,周秩,父,10178,周濤,
481,周秩,弟,10180,周秘,
482,周直孺,兄,3238,周長孺,
483,周之道,父,16382,周亨,
484,周莊仲,兄,7199,周武仲,
484,周莊仲,父,24374,周L,
485,周穜,弟,481,周秩,
485,周穜,父,10178,周濤,
487,周沆,父,13371,周圭,
488,周需,子,503,周淙,
489,周澣,弟,499,周實,
489,周澣,父,26130,周緒,
491,周葵,父,16479,周裕,
492,周綱,父,42610,周抃,
493,周革,父,3243,周孝恭,
494,周離亨,父,508,周彥質,
494,周離亨,弟,16487,周夫亨,
498,周紳,父,16421,周喻,
499,周實,兄,489,周澣,
499,周實,父,26130,周緒,
499,周實,子,26131,周宗古,
503,周淙,父,488,周需,
504,周敦頤,父,16405,周輔成,
505,周綰,子,3251,周元卿,
505,周綰,父,11565,周逷,
505,周綰,母,42970,葉氏(周綰母),
506,周渭,妻子,118879,莫荃,
506,周渭,子,120033,周建中,據宋史列傳CBDB宋史分傳#639
508,周彥質,子,494,周離亨,
508,周彥質,父,16485,周源,
508,周彥質,子,16486,周隨亨,
508,周彥質,子,16487,周夫亨,
509,周聿,父,16551,周子通,
509,周聿,母,40450,王氏(周子通妻),
509,周聿,母,42540,王氏(周子通妻),
509,周聿,妻子,42542,于氏(周聿妻),
509,周聿,妻子,42545,石氏(周聿妻),
510,周約,父,13373,周協,
510,周約,女兒,30503,周琬,
512,朱昂,父,3260,朱葆光,
512,朱昂,女兒,5031,朱氏(馮京母),
